Positive	Negative	Text	Explanation
1	-1	Merge pull request #1316 from zsxwing/rxscala-more  Add the rest operators to RxScala	Merge pull request #1316 from zsxwing /rxscala -more Add the rest operators to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update '***OrElse' to use Option.getOrElse	Update '***OrElse 'to use Option .[sentence: 1,-1] getOrElse [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add subscribeExample to explain subscribe and foreach are same	Add subscribeExample to explain subscribe and foreach are same [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Future wil receive NoSuchElementException when the BlockingObservable is empty	Future wil receive NoSuchElementException when the BlockingObservable[-2]is empty [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	RxScala: Add examples for BlockingObservable	RxScala :Add examples for BlockingObservable[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-2	RxScala: Add toFuture to BlockingObservable	RxScala :Add toFuture to BlockingObservable[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-2	RxScala: Add latest to BlockingObservable	RxScala :Add latest to BlockingObservable[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-2	RxScala: Add *Option and *OrElse to BlockingObservable	RxScala :Add *Option and *OrElse to BlockingObservable[-2][sentence: 1,-2] [result: max + and - of any sentence]
2	-1	Bump build tools to 19.1 and android plugin to 0.11  This is to make the project compatible with Studio 0.6.x	Bump build tools to 19 .[sentence: 1,-1] 1 and android plugin to 0 .[sentence: 1,-1] 11 This is to make the project compatible with Studio 0 .[sentence: 1,-1] 6 .x[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Using the correct code style for variable name and removing unused imports.  Signed-off-by: David Marques <dpsmarques@gmail.com>	Using the correct code style for variable name and removing unused imports .[sentence: 1,-1] Signed -off -by :David Marques <dpsmarques @gmail .[sentence: 1,-1] com >[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	comments, docs and names improvement	comments ,docs and names improvement[2][sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Filling in javadoc gaps where I feel confident enough to do so...	Filling in javadoc gaps where I feel confident[2]enough to do so ...[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Change the return type, and add tests	Change the return type ,and add tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Adding ScheduledSubscription to parent in order to properly chain unsubscribe.  Signed-off-by: David Marques <dpsmarques@gmail.com>	Adding ScheduledSubscription to parent in order to properly chain unsubscribe .[sentence: 1,-1] Signed -off -by :David Marques <dpsmarques @gmail .[sentence: 1,-1] com >[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	CRLF fix	CRLF fix [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Join patterns extension for 4..9 and N arity joins.	Join patterns extension for 4 ..[sentence: 1,-1] 9 and N arity joins .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Replace unnecessary with details	Replace unnecessary[-2]with details [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Rewrite toMultimap	Rewrite toMultimap [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update pivotExample	Update pivotExample [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	Javadoc changes: * flesh out and update @throws sections * add @warn nags to missing javadocs * standardize formatting * fix dead links to images	Javadoc changes :*flesh out and update @throws sections *add @warn nags[-2]to missing javadocs *standardize formatting *fix dead[-3]links to images [sentence: 1,-3] [result: max + and - of any sentence]
1	-1	Using a ScheduledAction in order to ensure correct subscription behaviour.  Signed-off-by: David Marques <dpsmarques@gmail.com>	Using a ScheduledAction in order to ensure correct subscription behaviour .[sentence: 1,-1] Signed -off -by :David Marques <dpsmarques @gmail .[sentence: 1,-1] com >[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1324 from benjchristensen/trampoline-schedule-unsubscribe  TrampolineScheduler & Unsubscribe	Merge pull request #1324 from benjchristensen /trampoline -schedule -unsubscribe TrampolineScheduler &Unsubscribe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	TrampolineScheduler & Unsubscribe  Unsubscribing should prevent new additions to a Worker, but not prevent already scheduled work, and definitely not affect other Workers using the same thread (by modifying the ThreadLocal as it was doing).  See the unit test for details of how unsubscribing 1 Worker could prevent work from being done on a completely separate Worker.	TrampolineScheduler &Unsubscribe Unsubscribing should prevent new additions to a Worker ,but not prevent already scheduled work ,and definitely not affect other Workers using the same thread (by modifying the ThreadLocal as it was doing ).[sentence: 1,-1] See the unit test for details of how unsubscribing 1 Worker could prevent work from being done on a completely separate Worker .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1311 from craigmingtaozhang/master  Tiny integration test change	Merge pull request #1311 from craigmingtaozhang /master Tiny integration test change [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Ensuring Runnables posted with delay to a Handler are removed when unsubscribed.  This patch ensures the delayed runnables posted to a Handler are properly removed when Subscription.unsubscribe() is called on the Observable.  The original code returns the subscription from schedule() but is not used by the callers who instead add the Worker itself as a subsciption.  Signed-off-by: David Marques <dpsmarques@gmail.com>	Ensuring Runnables posted with delay[-2]to a Handler are removed when unsubscribed .[sentence: 1,-2] This patch ensures the delayed runnables posted to a Handler are properly removed when Subscription .[sentence: 1,-1] unsubscribe ()is called on the Observable .[sentence: 1,-1] The original code returns the subscription from schedule ()but is not used by the callers who instead add the Worker itself as a subsciption .[sentence: 1,-1] Signed -off -by :David Marques <dpsmarques @gmail .[sentence: 1,-1] com >[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add toMultimap to RxScala	Add toMultimap to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add longCount to RxScala	Add longCount to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add pivot to RxScala	Add pivot to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add groupJoin to RxScala	Add groupJoin to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add groupByUntil variant to RxScala	Add groupByUntil variant to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update CompletenessTest.scala	Update CompletenessTest .[sentence: 1,-1] scala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add orElse to RxScala	Add orElse to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add combineLatest variant to RxScala	Add combineLatest variant to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add foreach to RxScala	Add foreach to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Add error variant to RxScala	Add error[-2]variant to RxScala [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Add retry variant to RxScala	Add retry variant to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add switchMap to RxScala	Add switchMap to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add flatten variant to RxScala	Add flatten variant to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add nest to RxScala	Add nest to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add onErrorFlatMap to RxScala	Add onErrorFlatMap to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Attempt to fix one integration test class	Attempt to fix one integration test class [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.19.0	0 .[sentence: 1,-1] 19 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.19.1-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 19 .[sentence: 1,-1] 1 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.19.0'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 19 .[sentence: 1,-1] 0 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1309 from benjchristensen/subscriber-subscription  Hide ChainedSubscription/SubscriptionList from Public API	Merge pull request #1309 from benjchristensen /subscriber -subscription Hide ChainedSubscription /SubscriptionList from Public API [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Hide ChainedSubscription	Hide ChainedSubscription [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1306 from mattrjacobs/add-error-handler-to-error-swallowing-operators  Hooked RxJavaPlugins errorHandler up within all operators that swallow onErrors	Merge pull request #1306 from mattrjacobs /add -error[-2]-handler -to -error[-2]-swallowing -operators Hooked RxJavaPlugins errorHandler[-2]up within all operators that swallow onErrors [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Remove call to RxJavaPlugins ErrorHander in mergeDelayError operator - CompositeException is already visible	Remove call to RxJavaPlugins ErrorHander[-2]in mergeDelayError operator -CompositeException is already visible [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #1307 from benjchristensen/make-notificationDelay-deterministic  testNotificationDelay - Attempt at determinism	Merge pull request #1307 from benjchristensen /make -notificationDelay -deterministic testNotificationDelay -Attempt at determinism [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	testNotificationDelay - Attempt at determinism	testNotificationDelay -Attempt at determinism [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Hooked RxJavaPlugins errorHandler up within all operators that swallow onErrors. * Otherwise, the only onErrors visible to plugin are the ones which propagate all the way to SafeSubscriber.	Hooked RxJavaPlugins errorHandler[-2]up within all operators that swallow onErrors .[sentence: 1,-2] *Otherwise ,the only onErrors visible to plugin are the ones which propagate all the way to SafeSubscriber[2].[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	everything defaults to 1.6	everything defaults to 1 .6 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.19.0-SNAPSHOT	0 .[sentence: 1,-1] 19 .[sentence: 1,-1] 0 -SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #1302 from davidmoten/groupBy-naming  improve variable names in OperatorGroupBy	Merge pull request #1302 from davidmoten /groupBy -naming improve[2]variable names in OperatorGroupBy [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1304 from zsxwing/flatMap  Add flatMap and concatMap to RxScala	Merge pull request #1304 from zsxwing /flatMap Add flatMap and concatMap to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add concatMap to RxScala	Add concatMap to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add flatMap variants to RxScala	Add flatMap variants to RxScala [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1301 from jbripley/subscription-block-expression  RxScala: Add convenience method for adding unsubscription callback	Merge pull request #1301 from jbripley /subscription -block[-2]-expression RxScala :Add convenience method for adding unsubscription callback [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	rename variable childObserver to child (is now a Subscriber) and rename gps to group (is not plural)	rename variable childObserver to child (is now a Subscriber )and rename gps to group (is not plural )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add convenience method for adding unsubscription callback	Add convenience method for adding unsubscription callback [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1298 from benjchristensen/perf-transform  Remove Bad Perf Test	Merge pull request #1298 from benjchristensen /perf -transform Remove Bad[-2]Perf Test [sentence: 1,-2] [result: max + and - of any sentence]
1	-3	Remove Bad Perf Test  - this just stresses scheduling and at this throughput creates massive garbage and tests the wrong thing	Remove Bad[-2]Perf Test -this just stresses[-2][--1 booster word]scheduling and at this throughput creates massive garbage[-3]and tests the wrong[-2]thing [sentence: 1,-3] [result: max + and - of any sentence]
1	-1	Merge pull request #1296 from jbripley/schedulers-internal  Move re-used internal Scheduler classes to their own package	Merge pull request #1296 from jbripley /schedulers -internal Move re -used internal Scheduler classes to their own package [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move NewThreadWorker out from NewThreadScheduler  - Break out ScheduledAction from NewThreadWorker	Move NewThreadWorker out from NewThreadScheduler -Break out ScheduledAction from NewThreadWorker [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Move RxThreadFactory out from NewThreadScheduler	Move RxThreadFactory out from NewThreadScheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #1295 from benjchristensen/notification-lite  Change `void accept` to `boolean accept`	Merge pull request #1295 from benjchristensen /notification -lite Change `void[-2]accept `to `boolean accept `[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Change `void accept` to `boolean accept`  As per a change @akarnokd did elsewhere with `accept2` method.	Change `void[-2]accept `to `boolean accept `As per a change @akarnokd did elsewhere with `accept2 `method .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	hard-code image heights in javadocs to make page loading cleaner, especially with links to anchors deep in the javadoc	hard -code image heights in javadocs to make page loading cleaner ,especially with links to anchors deep in the javadoc [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1294 from benjchristensen/rx-internal-operators  rx.operators -> rx.internal.operators	Merge pull request #1294 from benjchristensen /rx -internal -operators rx .[sentence: 1,-1] operators ->rx .[sentence: 1,-1] internal .[sentence: 1,-1] operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rx.operators -> rx.internal.operators	rx .[sentence: 1,-1] operators ->rx .[sentence: 1,-1] internal .[sentence: 1,-1] operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1291 from mattrjacobs/check-unsubscribe-within-observable-from-future  Check unsubscribe within observable from future	Merge pull request #1291 from mattrjacobs /check -unsubscribe -within -observable -from -future Check unsubscribe within observable from future [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1293 from benjchristensen/perf-tests  Fix and Update JMH Perf Tests	Merge pull request #1293 from benjchristensen /perf -tests Fix and Update JMH Perf Tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Fix and Update JMH Perf Tests  - The tests were wrong and re-using a single Subscriber instance which meant they weren't really testing much. - Same with the CountDownLatch which meant they weren't waiting if async. - Added several SerializePerf and PerfTransform tests	Fix and Update JMH Perf Tests -The tests were wrong[-2]and re -using a single Subscriber instance which meant they weren't really testing much .[sentence: 1,-2] -Same with the CountDownLatch which meant they weren't waiting if async .[sentence: 1,-1] -Added several SerializePerf and PerfTransform tests [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	add annotations about default schedulers to javadocs for Observable operators	add annotations about default[-2]schedulers to javadocs for Observable operators [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Modify OnSubscribeToObservableFuture to return early if unsubscribe without emitting anything	Modify OnSubscribeToObservableFuture to return early if unsubscribe without emitting anything [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	2 new tests for OnSubscribeToObservableFuture  1) Creating an Observable from an already-cancelled Future should emit nothing (equivalent to Observable.never())    (it currently emits onError(CancellationException) 2) Creating an Observable from a Future then unsubscribeing immediately before Future.get()    unblocks should be an Observable.never().  This test already passes.	2 new tests for OnSubscribeToObservableFuture 1 )Creating an Observable from an already -cancelled[-2]Future should emit nothing (equivalent to Observable .[sentence: 1,-2] never ())(it currently emits onError (CancellationException[-2])2 )Creating an Observable from a Future then unsubscribeing immediately before Future .[sentence: 1,-2] get ()unblocks should be an Observable .[sentence: 1,-1] never ().[sentence: 1,-1] This test already passes .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #1290 from benjchristensen/jmh-upgrade  Upgrade to JMH 0.7.3	Merge pull request #1290 from benjchristensen /jmh -upgrade Upgrade to JMH 0 .[sentence: 1,-1] 7 .3 [sentence: 1,-1] [result: max + and - of any sentence]
