Positive	Negative	Text	Explanation
1	-1	Add "since" annotations to javadocs for new Experimental/Beta methods	Add 'since 'annotations to javadocs for new Experimental /Beta methods [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Binary examples including SNAPSHOT	Binary examples including SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2928 from akarnokd/OperatorMergeFullRewrite  Merge and MergeMaxConcurrent unified and rewritten	Merge pull request #2928 from akarnokd /OperatorMergeFullRewrite Merge and MergeMaxConcurrent unified and rewritten [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge fully rewritten and other related optimizations	Merge fully rewritten and other related optimizations [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3023 from akarnokd/AutoConnect  ConnectableObservable autoConnect operator	Merge pull request #3023 from akarnokd /AutoConnect ConnectableObservable autoConnect operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3039 from akarnokd/WindowFuncFix  Window with Observable: fixed unsubscription and behavior	Merge pull request #3039 from akarnokd /WindowFuncFix Window with Observable :fixed unsubscription and behavior [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3045 from akarnokd/ElementAtImprovement  ElementAt request management enhanced	Merge pull request #3045 from akarnokd /ElementAtImprovement ElementAt request management enhanced [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #3047 from akarnokd/OperatorReplayBackpressure  Operator replay() now supports backpressure	Merge pull request #3047 from akarnokd /OperatorReplayBackpressure Operator replay ()now supports[2]backpressure [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3048 from akarnokd/CompositeExceptionNull  CompositeException extra NPE protection	Merge pull request #3048 from akarnokd /CompositeExceptionNull CompositeException extra NPE protection [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3055 from davidmoten/single-subscribe-fix  toSingle() should use unsafeSubscribe	Merge pull request #3055 from davidmoten /single -subscribe -fix toSingle ()should use unsafeSubscribe [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #3058 from davidmoten/subscriber-javadoc  add and improve javadoc in Subscriber	Merge pull request #3058 from davidmoten /subscriber -javadoc add and improve[2]javadoc in Subscriber [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3065 from davidmoten/subscribers-wrap  add Subscribers.wrap	Merge pull request #3065 from davidmoten /subscribers -wrap add Subscribers .[sentence: 1,-1] wrap [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add Subscribers.wrap	add Subscribers .[sentence: 1,-1] wrap [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #3069 from ReactiveX/PLP  Improve toSingle() javadoc (diagram, see also, since-annotation)	Merge pull request #3069 from ReactiveX /PLP Improve[2]toSingle ()javadoc (diagram ,see also ,since -annotation )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Improve toSingle() javadoc (diagram, see also, since-annotation)	Improve[2]toSingle ()javadoc (diagram ,see also ,since -annotation )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	add and improve javadoc in Subscriber	add and improve[2]javadoc in Subscriber [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	toSingle should use unsafeSubscribe	toSingle should use unsafeSubscribe [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #3049 from tilal6991/1.x  single: add toSingle method to Observable	Merge pull request #3049 from tilal6991 /1 .[sentence: 1,-1] x[2]single :add toSingle method to Observable [sentence: 2,-1] [result: max + and - of any sentence]
1	-2	single: add toSingle method to Observable  * closes ReactiveX/RxJava#3038 * this method allows an observable which is guaranteed to return exactly one   item to be converted to a Single * NOTE: the semantics of this function are very similar to that of single * i.e. errors are passed through, more than one item results in an   IllegalArgumentException, completion without emission results in a   NoSuchElementException and exactly one item is passed through the onSuccess   method of SingleSubscriber	single :add toSingle method to Observable *closes ReactiveX /RxJava #3038 *this method allows an observable which is guaranteed to return exactly one item to be converted to a Single *NOTE :the semantics of this function are very similar to that of single *i .[sentence: 1,-1] e .[sentence: 1,-1] errors[-2]are passed through ,more than one item results in an IllegalArgumentException ,completion without emission results in a NoSuchElementException and exactly one item is passed through the onSuccess method of SingleSubscriber [sentence: 1,-2] [result: max + and - of any sentence]
1	-3	Merge pull request #3052 from akarnokd/FixSerializedObserverTest  Reduce test failure likelihood of testMultiThreadedWithNPEinMiddle	Merge pull request #3052 from akarnokd /FixSerializedObserverTest Reduce test failure[-3]likelihood of testMultiThreadedWithNPEinMiddle [sentence: 1,-3] [result: max + and - of any sentence]
1	-3	Reduce test failure likelihood of testMultiThreadedWithNPEinMiddle	Reduce test failure[-3]likelihood of testMultiThreadedWithNPEinMiddle [sentence: 1,-3] [result: max + and - of any sentence]
1	-1	CompositeException extra NPE protection	CompositeException extra NPE protection [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	No need to allocate a new head node.	No need to allocate a new head node .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Operator replay() now supports backpressure	Operator replay ()now supports[2]backpressure [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	ElementAt request management enhanced	ElementAt request management enhanced [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Merge pull request #3042 from davidmoten/default-if-empty-backp-2  add backpressure support for defaultIfEmpty()	Merge pull request #3042 from davidmoten /default[-2]-if -empty -backp -2 add backpressure support[2]for defaultIfEmpty ()[sentence: 2,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #3043 from davidmoten/test-subscriber-javadoc  TestSubscriber javadoc cleanup	Merge pull request #3043 from davidmoten /test -subscriber -javadoc TestSubscriber javadoc cleanup [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	add backpressure support for defaultIfEmpty()	add backpressure support[2]for defaultIfEmpty ()[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	TestSubscriber javadoc improvements	TestSubscriber javadoc improvements[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #3028 from akarnokd/DelayErrorCutaheadFix  Delay: error cut ahead was not properly serialized	Merge pull request #3028 from akarnokd /DelayErrorCutaheadFix Delay[-2]:error[-2]cut ahead was not properly serialized [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #3033 from davidmoten/take-last-javadoc  takeLast() javadoc fixes, standardize parameter names (count instead of num)	Merge pull request #3033 from davidmoten /take -last -javadoc takeLast ()javadoc fixes ,standardize parameter names (count instead of num )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Window with boundary observable: fixed unsubscription and behavior.	Window with boundary observable :fixed unsubscription and behavior .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #3034 from davidmoten/empty-2  Instantiate EMPTY lazily	Merge pull request #3034 from davidmoten /empty -2 Instantiate EMPTY lazily[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-2	instantiate EMPTY lazily	instantiate EMPTY lazily[-2][sentence: 1,-2] [result: max + and - of any sentence]
2	-1	takeLast javadoc fixes, standardize on parameter names (count instead of num), improve message in OperatorTakeLast exception	takeLast javadoc fixes ,standardize on parameter names (count instead of num ),improve[2]message in OperatorTakeLast exception [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3031 from benjchristensen/fix-flatMapIntPassthruAsync  Fix OperatorFlatMapPerf.flatMapIntPassthruAsync Perf Test	Merge pull request #3031 from benjchristensen /fix -flatMapIntPassthruAsync Fix OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync Perf Test [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Fix OperatorFlatMapPerf.flatMapIntPassthruAsync Perf Test  This test was reported broken in https://github.com/ReactiveX/RxJava/pull/2928#issuecomment-113229698  Fixing by adding the use of LatchedObserver.  Previously broken test results:  ``` r.o.OperatorFlatMapPerf.flatMapIntPassthruAsync         1  thrpt         5   363615.622   115041.519    ops/s r.o.OperatorFlatMapPerf.flatMapIntPassthruAsync      1000  thrpt         5      350.204      125.773    ops/s r.o.OperatorFlatMapPerf.flatMapIntPassthruAsync   1000000  thrpt         5        0.319        0.184    ops/s ```  Fixed results:  ``` r.o.OperatorFlatMapPerf.flatMapIntPassthruAsync         1  thrpt         5   102109.681     8709.920    ops/s r.o.OperatorFlatMapPerf.flatMapIntPassthruAsync      1000  thrpt         5      403.071      130.651    ops/s r.o.OperatorFlatMapPerf.flatMapIntPassthruAsync   1000000  thrpt         5        0.355        0.070    ops/s ```	Fix OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync Perf Test This test was reported broken[-2]in https ://github .[sentence: 1,-2] com /ReactiveX /RxJava /pull /2928 #issuecomment -113229698 Fixing by adding the use of LatchedObserver .[sentence: 1,-1] Previously broken[-2]test results :```r .[sentence: 1,-2] o .[sentence: 1,-1] OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync 1 thrpt 5 363615 .[sentence: 1,-1] 622 115041 .[sentence: 1,-1] 519 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync 1000 thrpt 5 350 .[sentence: 1,-1] 204 125 .[sentence: 1,-1] 773 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync 1000000 [+0.6 spelling mood emphasis]thrpt 5 0 .[sentence: 2,-1] 319 0 .[sentence: 1,-1] 184 ops /s ```Fixed results :```r .[sentence: 1,-1] o .[sentence: 1,-1] OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync 1 thrpt 5 102109 .[sentence: 1,-1] 681 8709 .[sentence: 1,-1] 920 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync 1000 thrpt 5 403 .[sentence: 1,-1] 071 130 .[sentence: 1,-1] 651 ops /s r .[sentence: 1,-1] o .[sentence: 1,-1] OperatorFlatMapPerf .[sentence: 1,-1] flatMapIntPassthruAsync 1000000 [+0.6 spelling mood emphasis]thrpt 5 0 .[sentence: 2,-1] 355 0 .[sentence: 1,-1] 070 ops /s ```[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #3029 from akarnokd/TabsReplacedWithSpaces  Replaced tabs with spaces for good.	Merge pull request #3029 from akarnokd /TabsReplacedWithSpaces Replaced tabs with spaces for good[2].[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Replaced tabs with spaces for good.	Replaced tabs with spaces for good[2].[sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Delay: error cut ahead was not properly serialized	Delay[-2]:error[-2]cut ahead was not properly serialized [sentence: 1,-2] [result: max + and - of any sentence]
2	-1	If cache() now supports backpressure, correct javadocs to indicate this.	If cache ()now supports[2]backpressure ,correct javadocs to indicate this .[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	ConnectableObservable autoConnect operator	ConnectableObservable autoConnect operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2997 from davidmoten/redo-fix-2  Fix retry() race conditions	Merge pull request #2997 from davidmoten /redo -fix -2 Fix retry ()race conditions [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #2969 from akarnokd/OperatorCacheRewrite2  Operator cache() now supports backpressure	Merge pull request #2969 from akarnokd /OperatorCacheRewrite2 Operator cache ()now supports[2]backpressure [sentence: 2,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #2995 from davidmoten/switch-overflow  switchOnNext - ensure initial requests additive and fix request overflow	Merge pull request #2995 from davidmoten /switch -overflow[-2]switchOnNext -ensure initial requests additive and fix request overflow[-2][sentence: 1,-2] [result: max + and - of any sentence]
2	-1	cache now supports backpressure	cache now supports[2]backpressure [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2982 from davidmoten/test-sub-factory-methods  TestSubscriber - add factory methods	Merge pull request #2982 from davidmoten /test -sub -factory -methods TestSubscriber -add factory methods [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2975 from abersnaze/interval  Deprecate and rename two timer overloads to interval	Merge pull request #2975 from abersnaze /interval Deprecate and rename two timer overloads to interval [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2970 from akarnokd/BackpressureBlockDeprecated  Deprecated onBackpressureBlock	Merge pull request #2970 from akarnokd /BackpressureBlockDeprecated Deprecated onBackpressureBlock [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #2972 from akarnokd/WindowUnsubscribeToComplete  Fixed window(time) to work properly with unsubscription, added	Merge pull request #2972 from akarnokd /WindowUnsubscribeToComplete Fixed window (time )to work properly with unsubscription ,added [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #3018 from davidmoten/ts-await-bug  TestSubscriber - fix awaitTerminalEventAndUnsubscribeOnTimeout	Merge pull request #3018 from davidmoten /ts -await -bug[-2]TestSubscriber -fix awaitTerminalEventAndUnsubscribeOnTimeout [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #2983 from akarnokd/MultiOnStartFix  Fixed multiple calls to onStart.	Merge pull request #2983 from akarnokd /MultiOnStartFix Fixed multiple calls to onStart .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #3019 from ReactiveX/PLP  Javadoc improvements for new Single class	Merge pull request #3019 from ReactiveX /PLP Javadoc improvements[2]for new Single class [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	A handful more javadoc changes (misnamed @params and such)	A handful more javadoc changes (misnamed @params and such )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Javadoc improvements.	Javadoc improvements[2].[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Add marble diagrams for Single operators.	Add marble diagrams for Single operators .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix awaitTerminalEventAndUnsubscribeOnTimeout	fix awaitTerminalEventAndUnsubscribeOnTimeout [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3012 from benjchristensen/single-type  rx.Single	Merge pull request #3012 from benjchristensen /single -type rx .[sentence: 1,-1] Single [sentence: 1,-1] [result: max + and - of any sentence]
2	-4	rx.Single  Adds `rx.Single` as an "Observable Future" for representing work with a single return value.  See https://github.com/ReactiveX/RxJava/issues/1594 rx.Future/Task/Async/Single  This provides a type similar to `Future` in that it represents a scalar unit of work, but it is lazy like an `Observable` and many `Single`s can be combined into an `Observable` stream. Note how `Single.zip` returns `Single<R>` whereas `Single.merge` returns `Observable<R>`.  Examples of using this class:  ```java import rx.Observable; import rx.Single;  public class TaskExamples {      public static void main(String... args) {         // scalar synchronous value         Single<String> t1 = Single.create(t -> {             t.onSuccess("Hello World!");         });          // scalar synchronous value using helper method         Single<Integer> t2 = Single.just(1);          // synchronous error         Single<String> error = Single.create(t -> {             t.onError(new RuntimeException("failed!"));         });          // executing         t1.subscribe(System.out::println);         t2.subscribe(System.out::println);         error.subscribe(System.out::println, e -> System.out.println(e.getMessage()));          // scalar Singles for request/response like a Future         getData(1).subscribe(System.out::println);          // combining Tasks into another Task         Single<String> zipped = Single.zip(t1, t2, (a, b) -> a + " -- " + b);          // combining Singles into an Observable stream         Observable<String> merged = Single.merge(t1, t2.map(String::valueOf), getData(3));         Observable<String> mergeWith = t1.mergeWith(t2.map(String::valueOf));          zipped.subscribe(v -> System.out.println("zipped => " + v));         merged.subscribe(v -> System.out.println("merged => " + v));         mergeWith.subscribe(v -> System.out.println("mergeWith => " + v));     }      /**      * Example of an async scalar execution using Single.create      * <p>      * This shows the lazy, idiomatic approach for Rx exactly like an Observable except scalar.      *      * @param arg      * @return      */     public static Single<String> getData(int arg) {         return Single.create(s -> {             new Thread(() -> {                 try {                     Thread.sleep(500);                 } catch (Exception e) {                     e.printStackTrace();                 }                 // deliver value                     s.onSuccess("Data=" + arg);                 }).start();         });     }  } ```	rx .[sentence: 1,-1] Single Adds `rx .[sentence: 1,-1] Single `as an 'Observable Future 'for representing work with a single return value[2].[sentence: 2,-1] See https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /1594 rx .[sentence: 1,-1] Future /Task /Async /Single This provides a type similar to `Future `in that it represents a scalar unit of work ,but it is lazy[-2]like[2]an `Observable `and many `Single `s can be combined into an `Observable `stream .[sentence: 2,-2] Note how `Single .[sentence: 1,-1] zip `returns `Single <R >`whereas `Single .[sentence: 1,-1] merge `returns `Observable <R >`.[sentence: 1,-1] Examples of using this class :```java import rx .[sentence: 1,-1] Observable ;import rx .[sentence: 1,-1] Single ;public class TaskExamples {public static[-2]void[-2]main (String ...[sentence: 1,-2] args ){//scalar synchronous value[2]Single <String >t1 =Single .[sentence: 2,-1] create (t ->{t .[sentence: 1,-1] onSuccess ('Hello World ![+0.6 punctuation mood emphasis][sentence: 2,-1] ');});//scalar synchronous value[2]using helper method Single <Integer >t2 =Single .[sentence: 2,-1] just (1 );//synchronous error[-2]Single <String >error[-2]=Single .[sentence: 1,-2] create (t ->{t .[sentence: 1,-1] onError (new RuntimeException ('failed[-3]![-0.6 punctuation emphasis][sentence: 1,-4] '));});//executing t1 .[sentence: 1,-1] subscribe (System .[sentence: 1,-1] out ::println );t2 .[sentence: 1,-1] subscribe (System .[sentence: 1,-1] out ::println );error[-2].[sentence: 1,-2] subscribe (System .[sentence: 1,-1] out ::println ,e ->System .[sentence: 1,-1] out .[sentence: 1,-1] println (e .[sentence: 1,-1] getMessage ()));//scalar Singles for request /response like[2]a Future getData (1 ).[sentence: 2,-1] subscribe (System .[sentence: 1,-1] out ::println );//combining Tasks into another Task Single <String >zipped =Single .[sentence: 1,-1] zip (t1 ,t2 ,(a ,b )->a +'--'+b );//combining Singles into an Observable stream Observable <String >merged =Single .[sentence: 1,-1] merge (t1 ,t2 .[sentence: 1,-1] map (String ::valueOf ),getData (3 ));Observable <String >mergeWith =t1 .[sentence: 1,-1] mergeWith (t2 .[sentence: 1,-1] map (String ::valueOf ));zipped .[sentence: 1,-1] subscribe (v ->System .[sentence: 1,-1] out .[sentence: 1,-1] println ('zipped =>'+v ));merged .[sentence: 1,-1] subscribe (v ->System .[sentence: 1,-1] out .[sentence: 1,-1] println ('merged =>'+v ));mergeWith .[sentence: 1,-1] subscribe (v ->System .[sentence: 1,-1] out .[sentence: 1,-1] println ('mergeWith =>'+v ));}/***Example of an async scalar execution using Single .[sentence: 1,-1] create *<p >*This shows the lazy[-2],idiomatic approach for Rx exactly like[2]an Observable except scalar .[sentence: 2,-2] **@param arg *@return */public static[-2]Single <String >getData (int arg ){return Single .[sentence: 1,-2] create (s ->{new Thread (()->{try {Thread .[sentence: 1,-1] sleep (500 );}catch (Exception e ){e .[sentence: 1,-1] printStackTrace ();}//deliver value[2]s .[sentence: 2,-1] onSuccess ('Data ='+arg );}).[sentence: 1,-1] start ();});}}```[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #2990 from davidmoten/subscriber-readability  Improve Subscriber readability	Merge pull request #2990 from davidmoten /subscriber -readability Improve[2]Subscriber readability [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	1.0.12	1 .[sentence: 1,-1] 0 .[sentence: 1,-1] 12 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #3009 from davidmoten/from-iter-bug  Observable.from(iterable) - ensure it.hasNext() is not called unnecessarily #3006	Merge pull request #3009 from davidmoten /from -iter -bug[-2]Observable .[sentence: 1,-2] from (iterable )-ensure it .[sentence: 1,-1] hasNext ()is not called unnecessarily[-2]#3006 [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	ensure iterator.hasNext is not called unnecessarily as per #3006	ensure iterator .[sentence: 1,-1] hasNext is not called unnecessarily[-2]as per #3006 [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	add two unit tests for issue #3008	add two unit tests for issue #3008 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3001 from davidmoten/use-subscribers-from  use Subscribers.from()	Merge pull request #3001 from davidmoten /use -subscribers -from use Subscribers .[sentence: 1,-1] from ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #3000 from zsxwing/java6  Replace the Java 7 AssertionError(message, cause) with RuntimeException	Merge pull request #3000 from zsxwing /java6 Replace the Java 7 AssertionError (message ,cause )with RuntimeException [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Use initCause to initialize AssertionError	Use initCause to initialize AssertionError [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	use Subscribers.from()	use Subscribers .[sentence: 1,-1] from ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Replace the Java 7 AssertionError(message, cause) with RuntimeException	Replace the Java 7 AssertionError (message ,cause )with RuntimeException [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #2999 from zsxwing/assert-error  Fix a wrong assertion in assertError	Merge pull request #2999 from zsxwing /assert -error[-2]Fix a wrong[-2]assertion in assertError [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Fix a wrong assertion in assertError	Fix a wrong[-2]assertion in assertError [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Merge pull request #2996 from davidmoten/switch-if-empty-request-bug  switchIfEmpty - fix backpressure bug and lost requests	Merge pull request #2996 from davidmoten /switch -if -empty -request -bug[-2]switchIfEmpty -fix backpressure bug[-2]and lost requests [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	fix request processing in OperatorSwitchIfNext	fix request processing in OperatorSwitchIfNext [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix OnSubscribeRedo race conditions	fix OnSubscribeRedo race conditions [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	add request overflow checking to OperatorSwitch	add request overflow[-2]checking to OperatorSwitch [sentence: 1,-2] [result: max + and - of any sentence]
2	-2	Merge pull request #2993 from davidmoten/take-while-cause  takeWhile(predicate) - include last value in error cause	Merge pull request #2993 from davidmoten /take -while -cause takeWhile (predicate )-include last value[2]in error[-2]cause [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	add value as last cause to error in takeWhile(predicate)	add value[2]as last cause to error[-2]in takeWhile (predicate )[sentence: 2,-2] [result: max + and - of any sentence]
2	-2	Merge pull request #2992 from davidmoten/error-cause-primitives  Fix value rendering in error last cause for primitive types	Merge pull request #2992 from davidmoten /error[-2]-cause -primitives Fix value[2]rendering in error[-2]last cause for primitive types [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	Merge pull request #2991 from davidmoten/take-until-predicate-last-cause  takeUntil(predicate) - include last value in error cause	Merge pull request #2991 from davidmoten /take -until -predicate -last -cause takeUntil (predicate )-include last value[2]in error[-2]cause [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	fix render value in error last cause for primitive types	fix render value[2]in error[-2]last cause for primitive types [sentence: 2,-2] [result: max + and - of any sentence]
