Positive	Negative	Text	Explanation
2	-2	2.x: disable codecov-checks on PRs (#5057)  * 2.x: disable codecov-checks on PRs  * Try with different filename extension	2 .[sentence: 1,-1] x[2]:disable[-2]codecov -checks on PRs (#5057 )*2 .[sentence: 2,-2] x[2]:disable[-2]codecov -checks on PRs *Try with different filename extension [sentence: 2,-2] [result: max + and - of any sentence]
1	-1	add nullable annotation to simple queue (fixes #5053) (#5054)	add nullable annotation to simple queue (fixes #5053 )(#5054 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Feature/#4876 nonnull annotations (#5051)  * add @Nullable annotations to RxJavaPlugins  * add @NonNull annotations to schedulers  * javadoc for NonNull/Nullable annotations	Feature /#4876 nonnull annotations (#5051 )*add @Nullable annotations to RxJavaPlugins *add @NonNull annotations to schedulers *javadoc for NonNull /Nullable annotations [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Document and test amb subscription ordering. (#5047)	Document and test amb subscription ordering .[sentence: 1,-1] (#5047 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add StackOverflow links (#5046)	Add StackOverflow links (#5046 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: add parallel hooks to RxJavaPlugins, add missing params validation (#5043)	2 .[sentence: 1,-1] x[2]:add parallel hooks to RxJavaPlugins ,add missing params validation (#5043 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: reintroduce OnErrorNotImplementedException for 0-1 arg subscribe() (#5036)	2 .[sentence: 1,-1] x[2]:reintroduce OnErrorNotImplementedException for 0 -1 arg subscribe ()(#5036 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Annotate function interfaces. (#5023)	Annotate function interfaces .[sentence: 1,-1] (#5023 )[sentence: 1,-1] [result: max + and - of any sentence]
3	-2	2.x: dedicated Single.zip implementation, no dispose on all-success (#5027)	2 .[sentence: 1,-1] x[2]:dedicated Single .[sentence: 2,-1] zip implementation ,no dispose[-2]on all -success[3](#5027 )[sentence: 3,-2] [result: max + and - of any sentence]
1	-1	Release 2.0.5	Release 2 .[sentence: 1,-1] 0 .5 [sentence: 1,-1] [result: max + and - of any sentence]
2	-3	2.x: option to fail for using blockingX on the computation scheduler (#5020)  * 2.x: option to fail for using blockingX on the computation scheduler  * Increase sleep time in XFlatMapTest  * Add a custom RxJavaPlugins callback onBeforeBlocking	2 .[sentence: 1,-1] x[2]:option to fail[-3]for using blockingX[-2]on the computation scheduler (#5020 )*2 .[sentence: 2,-3] x[2]:option to fail[-3]for using blockingX[-2]on the computation scheduler *Increase sleep time in XFlatMapTest *Add a custom RxJavaPlugins callback onBeforeBlocking [sentence: 2,-3] [result: max + and - of any sentence]
3	-3	2.x: Add scheduler creation factories (#5002)  * Add scheduler creation factories  Resolves #4993  This is a pretty vanilla copy from RxJava 1's implementation. Note that I had to tune NewThread scheduler to not be a singleton to support this.  We had talked about borrowing from project reactor's APIs for different overloads, let me know if you think we should add more fine-grained controls through these.  * Add `@since` info  * Change failure string to "is null"  * Move to RxJavaPlugins  * Remove no-arg overloads  * Rename to make it clearer about creation  Added scheduler because we're not in Scheduler anymore. Changed to "create" because "newNewThread" was weird  * Add tests (WIP)  * Remove unnecessary nullcheck  * Remove double try  * Fix tests, make them more robust with integration flow  * Shut down custom schedulers when done	2 .[sentence: 1,-1] x[2]:Add scheduler creation factories (#5002 )*Add scheduler creation factories Resolves[2]#4993 This is a pretty[3]vanilla copy from RxJava 1's implementation .[sentence: 3,-1] Note that I had to tune NewThread scheduler to not be a singleton to support[2]this .[sentence: 2,-1] We had talked about borrowing from project reactor's APIs for different overloads ,let me know if you think we should add more fine[3]-grained controls through these .[sentence: 3,-1] *Add `@since `info *Change failure[-3]string to 'is null '*Move to RxJavaPlugins *Remove no -arg overloads *Rename to make it clearer about creation Added scheduler because we're not in Scheduler anymore .[sentence: 1,-3] Changed to 'create 'because 'newNewThread 'was weird[-2]*Add tests (WIP )*Remove unnecessary[-2]nullcheck *Remove double try *Fix tests ,make them more robust with integration flow *Shut down custom schedulers when done [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Give more time to delay tck test	Give more time to delay[-2]tck test [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Fix copyright instructions (#5017)	Fix copyright instructions (#5017 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Override RS dependency to compile, replace owner info (#5015)	Override RS dependency to compile ,replace owner info (#5015 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: improve the parallel() mode test coverage, improve its code (#5006)	2 .[sentence: 1,-1] x[2]:improve[2]the parallel ()mode test coverage ,improve[2]its code (#5006 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add Flowable.parallel() and parallel operators (#4974)  * 2.x: add ParallelFlowable  * Fix groupBy benchmark	2 .[sentence: 1,-1] x[2]:add Flowable .[sentence: 2,-1] parallel ()and parallel operators (#4974 )*2 .[sentence: 1,-1] x[2]:add ParallelFlowable *Fix groupBy benchmark [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: ExecutorScheduler.scheduleDirect to report isDisposed on complete (#5005)	2 .[sentence: 1,-1] x[2]:ExecutorScheduler .[sentence: 2,-1] scheduleDirect to report isDisposed on complete (#5005 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: assertNever(T value) / assertNever(Predicate<T> valuePredicate) (#4994)  * 2.x: assertNever(T value) / assertNever(Predicate<T> valuePredicate)  * fixed Java compatibility issuesJ  * fixed Java type compatibility issues  * changes according to PR review  * changes according second PR review	2 .[sentence: 1,-1] x[2]:assertNever (T value[2])/assertNever (Predicate <T >valuePredicate )(#4994 )*2 .[sentence: 2,-1] x[2]:assertNever (T value[2])/assertNever (Predicate <T >valuePredicate )*fixed Java compatibility issuesJ *fixed Java type compatibility issues *changes according to PR review *changes according second PR review [sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: A.flatMapB to eagerly check for cancellations before subscribing (#4992)	2 .[sentence: 1,-1] x[2]:A .[sentence: 2,-1] flatMapB to eagerly check for cancellations[-2]before subscribing (#4992 )[sentence: 1,-2] [result: max + and - of any sentence]
2	-1	2.x: Update marble diagrams for sample overloads (#4990)  * 2.x: Update marble diagrams for sample overloads  * Add Maybe and switchIfEmpty diagrams	2 .[sentence: 1,-1] x[2]:Update marble diagrams for sample overloads (#4990 )*2 .[sentence: 2,-1] x[2]:Update marble diagrams for sample overloads *Add Maybe and switchIfEmpty diagrams [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Fix Observable.singleElement doc (#4989)	2 .[sentence: 1,-1] x[2]:Fix Observable .[sentence: 2,-1] singleElement doc (#4989 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: make Obs.combineLatest consistent with Flowable + doc cornercase (#4987)  * 2.x: make Obs.combineLatest consistent with Flowable + doc cornercase  * early termination to cancel the other sources	2 .[sentence: 1,-1] x[2]:make Obs .[sentence: 2,-1] combineLatest consistent with Flowable +doc cornercase (#4987 )*2 .[sentence: 1,-1] x[2]:make Obs .[sentence: 2,-1] combineLatest consistent with Flowable +doc cornercase *early termination to cancel[-2]the other sources[-2][sentence: 1,-2] [result: max + and - of any sentence]
2	-2	2.x: fix cross-boundary invalid fusion with observeOn & zip (#4984)	2 .[sentence: 1,-1] x[2]:fix cross[-2]-boundary invalid[-2]fusion with observeOn &zip (#4984 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: fix Observable.concatMapEager bad logic for immediate scalars (#4982)  * 2.x: fix Observable.concatMapEager bad logic for immediate scalars  * Don't print-log	2 .[sentence: 1,-1] x[2]:fix Observable .[sentence: 2,-1] concatMapEager bad[-2]logic for immediate scalars (#4982 )*2 .[sentence: 1,-2] x[2]:fix Observable .[sentence: 2,-1] concatMapEager bad[-2]logic for immediate scalars *Don't print -log [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Update copyright	Update copyright [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update Copyright to 'RxJava Contributors' (#4980)  See https://github.com/ReactiveX/RxJava/issues/4978 for more information.	Update Copyright to 'RxJava Contributors '(#4980 )See https ://github .[sentence: 1,-1] com /ReactiveX /RxJava /issues /4978 for more information .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Add newline to end of files missing a newline (#4979)  This is to get rid of the "No newline at end of file" warning.	Add newline to end of files missing a newline (#4979 )This is to get rid[-2]of the 'No newline at end of file 'warning .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Fixed a typo and other cosmetics issues. (#4976)	Fixed a typo and other cosmetics issues .[sentence: 1,-1] (#4976 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	readme.md with links to 1.x and a quick guide	readme .[sentence: 1,-1] md with links to 1 .[sentence: 1,-1] x[2]and a quick guide [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix withLatestFrom null checks, lifecycle (#4970)	2 .[sentence: 1,-1] x[2]:fix withLatestFrom null checks ,lifecycle (#4970 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Add Completable.hide() (#4973)	2 .[sentence: 1,-1] x[2]:Add Completable .[sentence: 2,-1] hide ()(#4973 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Improve compose() generics (#4972)  Resolves #4950	Improve[2]compose ()generics (#4972 )Resolves[2]#4950 [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Add @CheckReturnValue to create methods of Subjects + Processors (#4971)	2 .[sentence: 1,-1] x[2]:Add @CheckReturnValue to create methods of Subjects +Processors (#4971 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add subjects for Single, Maybe and Completable (#4967)  * 2.x: add subjects for Single, Maybe and Completable  * Add CheckReturnValue, rename local test vars	2 .[sentence: 1,-1] x[2]:add subjects for Single ,Maybe and Completable (#4967 )*2 .[sentence: 2,-1] x[2]:add subjects for Single ,Maybe and Completable *Add CheckReturnValue ,rename local test vars [sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: add strict() operator for strong RS conformance (#4966)  * 2.x: add strict() operator for strong RS conformance  * Fix javadoc and annotation	2 .[sentence: 1,-1] x[2]:add strict[-2]()operator for strong RS conformance (#4966 )*2 .[sentence: 2,-2] x[2]:add strict[-2]()operator for strong RS conformance *Fix javadoc and annotation [sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: fix takeUntil() other triggering twice (#4962)	2 .[sentence: 1,-1] x[2]:fix takeUntil ()other triggering twice (#4962 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add sample() overload that can emit the very last buffered item (#4955)	2 .[sentence: 1,-1] x[2]:add sample ()overload that can emit the very last buffered item (#4955 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: fix LambdaObserver calling dispose when terminating (#4957)	2 .[sentence: 1,-1] x[2]:fix LambdaObserver calling dispose[-2]when terminating (#4957 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: fix minor javadoc errors	2 .[sentence: 1,-1] x[2]:fix minor javadoc errors[-2][sentence: 2,-2] [result: max + and - of any sentence]
1	-1	Release 2.0.4	Release 2 .[sentence: 1,-1] 0 .4 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	fix javadoc for BehaviorSubject (#4951)  -fix examples for creating BehaviorSubject with or without initial value.	fix javadoc for BehaviorSubject (#4951 )-fix examples for creating BehaviorSubject with or without initial value[2].[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Fixed Javadoc for SingleToObservable, MaybeToObservable, CompletableToObservable (#4946)	2 .[sentence: 1,-1] x[2]:Fixed Javadoc for SingleToObservable ,MaybeToObservable ,CompletableToObservable (#4946 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: fix timeout with fallback not cancelling the main source (#4945)	2 .[sentence: 1,-1] x[2]:fix timeout with fallback not cancelling[-2][=0 negation]the main source[-2](#4945 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: fix publish(Function) not replenishing its queue (#4943)	2 .[sentence: 1,-1] x[2]:fix publish (Function )not replenishing its queue (#4943 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add safeguards to generate() (#4932)  * 2.x: add safeguards to generate()  * Fix typo in the test name	2 .[sentence: 1,-1] x[2]:add safeguards[2]to generate ()(#4932 )*2 .[sentence: 2,-1] x[2]:add safeguards[2]to generate ()*Fix typo in the test name [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	eaadb540dad556cb524a7376b5bc6f07f108b93d (#4930)	eaadb540dad556cb524a7376b5bc6f07f108b93d (#4930 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix timer() ISE due to bad resource mgmt (#4927)	2 .[sentence: 1,-1] x[2]:fix timer ()ISE due to bad[-2]resource mgmt (#4927 )[sentence: 2,-2] [result: max + and - of any sentence]
1	-1	Release 2.0.3	Release 2 .[sentence: 1,-1] 0 .3 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update CHANGES.md  Release 2.0.3	Update CHANGES .[sentence: 1,-1] md Release 2 .[sentence: 1,-1] 0 .3 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Change Completable to CompletableSource (#4924)	2 .[sentence: 1,-1] x[2]:Change Completable to CompletableSource (#4924 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix TestSubscriber/Observer message texts (#4921)	2 .[sentence: 1,-1] x[2]:fix TestSubscriber /Observer message texts (#4921 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix & update Observable.repeatWhen and redoWhen (#4911)	2 .[sentence: 1,-1] x[2]:fix &update Observable .[sentence: 2,-1] repeatWhen and redoWhen (#4911 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Use t instead of value to allow for IDE naming (#4907)	Use t instead of value[2]to allow for IDE naming (#4907 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Whitespace fixes	Whitespace fixes [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Observable.scan no seed fix post-terminal behaviour (#4904)	Observable .[sentence: 1,-1] scan no seed fix post -terminal behaviour (#4904 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	doAfterNext - prevent post-terminal emission (#4903)	doAfterNext -prevent post -terminal emission (#4903 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	FlowableScan - prevent multiple terminal emissions (#4901)	FlowableScan -prevent multiple terminal emissions (#4901 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Fix typo in DisposableHelper (#4900)	2 .[sentence: 1,-1] x[2]:Fix typo in DisposableHelper (#4900 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	FlowableScanSeed - prevent post-terminal events (#4899)	FlowableScanSeed -prevent post -terminal events (#4899 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	2.0.2	2 .[sentence: 1,-1] 0 .2 [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix compilation errors when using Java 8 (#4893)  * Fix Java 8 compilation problems  * Suppress warnings for java 6	2 .[sentence: 1,-1] x[2]:fix compilation errors[-2]when using Java 8 (#4893 )*Fix Java 8 compilation problems[-2]*Suppress[-2]warnings for java 6 [sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: Issue and PR "welcome" templates (#4891)	2 .[sentence: 1,-1] x[2]:Issue and PR 'welcome[2]'templates (#4891 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix firstOrError back conversions not signalling NSE	2 .[sentence: 1,-1] x[2]:fix firstOrError back conversions not signalling NSE [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Fix code style.	Fix code style .[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: dedicated reduce() op implementations (#4885)  * 2.x: dedicated reduce() op implementations  * Fix unnecessary duplicate assignment, remove trailing spaces  * Check for more terminal state	2 .[sentence: 1,-1] x[2]:dedicated reduce ()op implementations (#4885 )*2 .[sentence: 2,-1] x[2]:dedicated reduce ()op implementations *Fix unnecessary[-2]duplicate assignment ,remove trailing spaces *Check for more terminal state [sentence: 2,-2] [result: max + and - of any sentence]
1	-1	Add CheckReturnValue annotation (#4881)  * Add CheckReturnValue method  * Add annotation to more methods  * Java 6 Compatibility	Add CheckReturnValue annotation (#4881 )*Add CheckReturnValue method *Add annotation to more methods *Java 6 Compatibility [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Common test classes for Processors. (#4882)	2 .[sentence: 1,-1] x[2]:Common test classes for Processors .[sentence: 2,-1] (#4882 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Add equals() to the unit test to satisfy checkstyle	Add equals ()to the unit test to satisfy[2]checkstyle [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Apply missing RxJavaPlugins.onAssembly on ops (#4877)	2 .[sentence: 1,-1] x[2]:Apply missing RxJavaPlugins .[sentence: 2,-1] onAssembly on ops (#4877 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Remove empty list item from `io.reactivex.package-info.java` (#4874)	Remove empty list item from `io .[sentence: 1,-1] reactivex .[sentence: 1,-1] package -info .[sentence: 1,-1] java `(#4874 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #4873 from akarnokd/TestObserverFix  2.x: TestObserver shouldn't clear the upstream disposable on terminated	Merge pull request #4873 from akarnokd /TestObserverFix 2 .[sentence: 1,-1] x[2]:TestObserver shouldn't clear the upstream disposable on terminated [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: TestObserver shouldn't clear the upstream disposable on terminated	2 .[sentence: 1,-1] x[2]:TestObserver shouldn't clear the upstream disposable on terminated [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	Merge pull request #4858 from akarnokd/FlatMapSingleElement  2.x: add Maybe.flatMapSingleElement returning Maybe	Merge pull request #4858 from akarnokd /FlatMapSingleElement 2 .[sentence: 1,-1] x[2]:add Maybe .[sentence: 2,-1] flatMapSingleElement returning Maybe [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: add Maybe.flatMapSingleElement returning Maybe	2 .[sentence: 1,-1] x[2]:add Maybe .[sentence: 2,-1] flatMapSingleElement returning Maybe [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Release 2.0.1	Release 2 .[sentence: 1,-1] 0 .1 [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: javadoc: fix wording of some operators, remove @throws implications (#4839)  * 2.x: javadoc: fix wording of some operators, remove @throws implications  * Fix some introduced mistakes	2 .[sentence: 1,-1] x[2]:javadoc :fix wording of some operators ,remove @throws implications (#4839 )*2 .[sentence: 2,-1] x[2]:javadoc :fix wording of some operators ,remove @throws implications *Fix some introduced mistakes[-2][sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: add fluent requestMore to TestSubscriber (#4838)	2 .[sentence: 1,-1] x[2]:add fluent requestMore to TestSubscriber (#4838 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add doAfterNext & doAfterSuccess to the other types (#4835)	2 .[sentence: 1,-1] x[2]:add doAfterNext &doAfterSuccess to the other types (#4835 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add `Flowable.doAfterNext` operator + 3 doX TCKs (#4833)  * 2.x: add `Flowable.doAfterNext` operator + 3 doX TCK  * Fix operator name in the scheduler javadoc	2 .[sentence: 1,-1] x[2]:add `Flowable .[sentence: 2,-1] doAfterNext `operator +3 doX TCKs (#4833 )*2 .[sentence: 1,-1] x[2]:add `Flowable .[sentence: 2,-1] doAfterNext `operator +3 doX TCK *Fix operator name in the scheduler javadoc [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: add doFinally to the rest of the reactive base classes (#4832)	2 .[sentence: 1,-1] x[2]:add doFinally to the rest of the reactive[-2]base classes (#4832 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: Fix javadoc and style errors	2 .[sentence: 1,-1] x[2]:Fix javadoc and style errors[-2][sentence: 2,-2] [result: max + and - of any sentence]
2	-1	Porting the Scheduler.when operator from 1.x to 2.x (#4827)	Porting the Scheduler .[sentence: 1,-1] when operator from 1 .[sentence: 1,-1] x[2]to 2 .[sentence: 2,-1] x[2](#4827 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: add doFinally for handling post terminal or cancel cleanup (#4831)	2 .[sentence: 1,-1] x[2]:add doFinally for handling post terminal or cancel[-2]cleanup (#4831 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: Observable.repeatWhen fix for onError (#4819)	2 .[sentence: 1,-1] x[2]:Observable .[sentence: 2,-1] repeatWhen fix for onError (#4819 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	fix typo in javadoc of Maybe::toSingle (#4815)	fix typo in javadoc of Maybe ::toSingle (#4815 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Subtle change in Completable's documentation for retryWhen. (#4810)	Subtle change in Completable's documentation for retryWhen .[sentence: 1,-1] (#4810 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update ObservableEmitter.java (#4803)	Update ObservableEmitter .[sentence: 1,-1] java (#4803 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	documentation updates (#4798)  * documentation updates  * Update Observable.java	documentation updates (#4798 )*documentation updates *Update Observable .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Fix exceptions in javaDoc (#4793)  * 2.x: correct exceptions in Flowable javaDoc  * 2.x: correct exceptions in Observable javaDoc  * 2.x: correct exceptions in Maybe javaDoc  * 2.x: correct exceptions in Single javaDoc	2 .[sentence: 1,-1] x[2]:Fix exceptions in javaDoc (#4793 )*2 .[sentence: 2,-1] x[2]:correct exceptions in Flowable javaDoc *2 .[sentence: 2,-1] x[2]:correct exceptions in Observable javaDoc *2 .[sentence: 2,-1] x[2]:correct exceptions in Maybe javaDoc *2 .[sentence: 2,-1] x[2]:correct exceptions in Single javaDoc [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix Observable.repeatWhen & retryWhen not disposing the inner (#4783)	2 .[sentence: 1,-1] x[2]:fix Observable .[sentence: 2,-1] repeatWhen &retryWhen not disposing the inner (#4783 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update readme and changes.md	Update readme and changes .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: allow subscribeOn to work with blocking create (#4770)	2 .[sentence: 1,-1] x[2]:allow subscribeOn to work with blocking[-2]create (#4770 )[sentence: 2,-2] [result: max + and - of any sentence]
1	-1	Rename BackpressureStrategy.NONE to MISSING (#4767)	Rename BackpressureStrategy .[sentence: 1,-1] NONE to MISSING (#4767 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: cleanup, fixes and coverage 10/25 (#4766)	2 .[sentence: 1,-1] x[2]:cleanup ,fixes and coverage 10 /25 (#4766 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: cleanup & coverage 10/24-2 (#4763)	2 .[sentence: 1,-1] x[2]:cleanup &coverage 10 /24 -2 (#4763 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: cleanup, fixes, coverage 10/24-1 (#4761)  * 2.x: cleanup, fixes, coverage 10/24-1  * Add missing default method.	2 .[sentence: 1,-1] x[2]:cleanup ,fixes ,coverage 10 /24 -1 (#4761 )*2 .[sentence: 2,-1] x[2]:cleanup ,fixes ,coverage 10 /24 -1 *Add missing default[-2]method .[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: Add Single.fromObservable(ObservableSource) (#4760)  * 2.x: Add Single.fromObservable(ObservableSource)  * Add Null test	2 .[sentence: 1,-1] x[2]:Add Single .[sentence: 2,-1] fromObservable (ObservableSource )(#4760 )*2 .[sentence: 1,-1] x[2]:Add Single .[sentence: 2,-1] fromObservable (ObservableSource )*Add Null test [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix window-timed test leaking an MBE that affects unrelated tests (#4755)	2 .[sentence: 1,-1] x[2]:fix window -timed test leaking[-2]an MBE that affects unrelated tests (#4755 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: Remove some unused fields (#4754)	2 .[sentence: 1,-1] x[2]:Remove some unused fields (#4754 )[sentence: 2,-1] [result: max + and - of any sentence]
