Positive	Negative	Text	Explanation
2	-2	implicit function conversion hack just for nicer scaladoc	implicit function conversion hack[-2]just for nicer[2]scaladoc [sentence: 2,-2] [result: max + and - of any sentence]
1	-1	allow to construct Observables ina similar way as futures	allow to construct Observables ina similar way as futures [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added missing license header	Added missing license header [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added MSDN links	Added MSDN links [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented the 'Empty' operator with scheduler	Implemented the 'Empty 'operator with scheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	update TODO	update TODO [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	make all constructors private	make all constructors private [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	TestScheduler example	TestScheduler example [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add exists and isEmpty	add exists and isEmpty [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Optimize for 'count == 0'	Optimize for 'count ==0 '[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Fixed the issue about null values	Fixed the issue about null values[2][sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Updated the comments	Updated the comments [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented the 'SkipLast' operator	Implemented the 'SkipLast 'operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixed the issue of takeLast(items, 0)	Fixed the issue of takeLast (items ,0 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Scheduler and TestScheduler	Scheduler and TestScheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-3	work on Schedulers  rx.lang.scala.concurrency.UnitTest.testInterval fails	work on Schedulers rx .[sentence: 1,-1] lang .[sentence: 1,-1] scala .[sentence: 1,-1] concurrency .[sentence: 1,-1] UnitTest .[sentence: 1,-1] testInterval fails[-3][sentence: 1,-3] [result: max + and - of any sentence]
1	-1	start TestScheduler	start TestScheduler [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	javadoc -> scaladoc translation  with the following replacements:  \{@link (\w+)#(\w+)\s+(\w+)\} [[$1.$2 $3]]  \{@link (\w+)#(\w+)\((.*)\)\} [[$1.$2($3)]]  \{@link #(\w+)\} [[Observable.$1]]  \{@link (\w+)#(\w+)\} [[$1.$2]]  <code> `  </code> `  \*\s*<p>\s*\n *\n  \{@link (\w+)\} [[$1]]  \{@link ((\w|\.)+)\} [[$1]]  \[\[rx\. [[rx.lang.scala.  \{@code\s*(([^}])+)\} `$1`  @param <(\w+)> @tparam $1  &lt;(\w+)&gt; [$1]  <(\w+)> [$1]  "timespan" argument `timespan` argument  "timeshift" argument `timeshift` argument  \[\[Action0\]\] function  plus some manual replacements	javadoc ->scaladoc translation with the following replacements :\{@link (\w +)#(\w +)\s +(\w +)\}[[$1 .[sentence: 1,-1] $2 $3 ]]\{@link (\w +)#(\w +)\((.*)\)\}[sentence: 1,-1] [[$1 .[sentence: 1,-1] $2 ($3 )]]\{@link #(\w +)\}[[Observable .[sentence: 1,-1] $1 ]]\{@link (\w +)#(\w +)\}[[$1 .[sentence: 1,-1] $2 ]]<code >`</code >`\*\s *<p >\s *\n *\n \{@link (\w +)\}[[$1 ]]\{@link ((\w |\.)+)\}[sentence: 1,-1] [[$1 ]]\[\[rx \.[sentence: 1,-1] [[rx .[sentence: 1,-1] lang .[sentence: 1,-1] scala .[sentence: 1,-1] \{@code \s *(([^}])+)\}`$1 `@param <(\w +)>@tparam $1 &lt ;(\w +)&gt ;[$1 ]<(\w +)>[$1 ]'timespan 'argument[-2]`timespan `argument[-2]'timeshift 'argument[-2]`timeshift `argument[-2]\[\[Action0 \]\]function plus some manual replacements [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	update README and TODO	update README and TODO [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	improve scaladoc	improve[2]scaladoc [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	add rx.lang.scala.concurrency.Schedulers	add rx .[sentence: 1,-1] lang .[sentence: 1,-1] scala .[sentence: 1,-1] concurrency .[sentence: 1,-1] Schedulers [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	put unapply of Notifications into companions  no more scalac crash	put unapply of Notifications into companions no more scalac crash [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	scaladoc for Observer, Subject, Scheduler, and  new Notification class with unapply (scalac crashes)	scaladoc for Observer ,Subject ,Scheduler ,and new Notification class with unapply (scalac crashes )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add one more unit test	Add one more unit test [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented the 'Contains' operator	Implemented the 'Contains 'operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Timestamped and its companion can now have the same name	Timestamped and its companion can now have the same name [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.14.2	Version 0 .[sentence: 1,-1] 14 .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.14.3-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 3 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.14.2'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 2 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master', remote-tracking branch 'origin'	Merge branch 'master ',remote -tracking branch 'origin '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	update counter before triggering latch	update counter before triggering latch [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Removed static variant of refCount	Removed static[-2]variant of refCount [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	work around scalac bug by renaming companion object `Timestamped` to  `TimestampedObject`	work around scalac bug[-2]by renaming companion object `Timestamped `to `TimestampedObject `[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	remove `implicit` from Timestamped	remove `implicit `from Timestamped [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:johnhmarks/RxJava into pull-407-refCount	Merge branch 'master 'of github .[sentence: 1,-1] com :johnhmarks /RxJava into pull -407 -refCount [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #403 from zsxwing/cast  Implemented the 'cast' and 'ofType' operators	Merge pull request #403 from zsxwing /cast Implemented the 'cast 'and 'ofType 'operators [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #401 from zsxwing/default_if_empty  Implemented the 'DefaultIfEmpty' operator. See #34	Merge pull request #401 from zsxwing /default[-2]_if _empty Implemented the 'DefaultIfEmpty 'operator .[sentence: 1,-2] See #34 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Opening/Closing, Timestamped with unapply, BlockingObservable with WithFilter	Opening /Closing ,Timestamped with unapply ,BlockingObservable[-2]with WithFilter [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #408 from samuelgruetter/idiomaticscala  Do not run RxScalaDemo on each build	Merge pull request #408 from samuelgruetter /idiomaticscala Do not run RxScalaDemo on each build [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #409 from zsxwing/synchronize-lock  Implemented 'Synchronize' with 'lock'	Merge pull request #409 from zsxwing /synchronize -lock Implemented 'Synchronize 'with 'lock '[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	make Subscription an implicit value class	make Subscription an implicit value[2]class [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	how to add RxJava core to scaladoc input	how to add RxJava core to scaladoc input [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	move MovieLibUsage.java from project rxjava-scala-java to project rxjava-scala and delete project rxjava-scala-java	move MovieLibUsage .[sentence: 1,-1] java from project rxjava -scala -java to project rxjava -scala and delete project rxjava -scala -java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	move examples from `src/main/scala` to `src/examples/scala`  and tweak build.gradle to make this work	move examples from `src /main /scala `to `src /examples /scala `and tweak build .[sentence: 1,-1] gradle to make this work [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add Documentation section to README	add Documentation section to README [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented 'Synchronize' with 'lock'	Implemented 'Synchronize 'with 'lock '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	do not run RxScalaDemo on each build,  because it does not do automatic testing	do not run RxScalaDemo on each build ,because it does not do automatic testing [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented publishLast	Implemented publishLast [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Minor tweak	Minor tweak [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Removed classes dir	Removed classes dir [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Finished RefCount - all tests pass	Finished RefCount -all tests pass [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:Netflix/RxJava	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge branch 'master' into default_if_empty	Merge branch 'master 'into default[-2]_if _empty [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge branch 'master' into cast	Merge branch 'master 'into cast [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Used 'isInstance' to replace 'isAssignableFrom' and added a unit test	Used 'isInstance 'to replace 'isAssignableFrom 'and added a unit test [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Used 'cast' to remove SuppressWarnings	Used 'cast 'to remove SuppressWarnings[-2][sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Implemented the 'ofType' operator	Implemented the 'ofType 'operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added a klass parameter	Added a klass parameter [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added the MSDN link	Added the MSDN link [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented 'cast' operator	Implemented 'cast 'operator [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.14.1	Version 0 .[sentence: 1,-1] 14 .1 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.14.2-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 2 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.14.1'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 1 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #402 from benjchristensen/event-stream-http  Fixes to rxjava-apache-http	Merge pull request #402 from benjchristensen /event -stream -http Fixes to rxjava -apache -http [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixes to rxjava-apache-http  - made Content-Type inspection more reliable - other small improvments	Fixes to rxjava -apache -http -made Content -Type inspection more reliable -other small improvments [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update README.md	Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Create README.md	Create README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.14.0	Version 0 .[sentence: 1,-1] 14 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Implemented the 'DefaultIfEmpty' operator. See #34	Implemented the 'DefaultIfEmpty 'operator .[sentence: 1,-1] See #34 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.14.1-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 1 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.14.0'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 0 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	0.14.0-SNAPSHOT	0 .[sentence: 1,-1] 14 .[sentence: 1,-1] 0 -SNAPSHOT [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update CHANGES.md	Update CHANGES .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #400 from benjchristensen/distinct-comparator  Removing 'comparator` overloads of `distinct`	Merge pull request #400 from benjchristensen /distinct -comparator Removing 'comparator `overloads of `distinct `[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Removing 'comparator` overloads of `distinct`  Removing these fairly recently added overloads as they turn out to not be the best approach.  Discussion ongoing as to how to implement them at https://github.com/Netflix/RxJava/issues/395	Removing 'comparator `overloads of `distinct `Removing these fairly recently added overloads as they turn out to not be the best[2]approach .[sentence: 2,-1] Discussion ongoing as to how to implement them at https ://github .[sentence: 1,-1] com /Netflix /RxJava /issues /395 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #397 from benjchristensen/apache-async-http  Observable API for Apache HttpAsyncClient 4.0	Merge pull request #397 from benjchristensen /apache -async -http Observable API for Apache HttpAsyncClient 4 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #399 from benjchristensen/pull-390-element-at  Merge Pull #390 - elementAt	Merge pull request #399 from benjchristensen /pull -390 -element -at Merge Pull #390 -elementAt [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Added missing license header	Added missing license header [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	rxjava-core/src/main/java/rx/Observable.java	rxjava -core /src /main /java /rx /Observable .[sentence: 1,-1] java [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #398 from benjchristensen/merge-385-any  Merge 'any' Pull Request	Merge pull request #398 from benjchristensen /merge -385 -any Merge 'any 'Pull Request [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Change 'any' to 'isEmpty'/'exists'	Change 'any 'to 'isEmpty '/'exists '[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge branch 'any' of git://github.com/zsxwing/RxJava into merge-385-any	Merge branch 'any 'of git ://github .[sentence: 1,-1] com /zsxwing /RxJava into merge -385 -any [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.13.6-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 6 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.13.5'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 5 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Merge pull request #396 from samuelgruetter/idiomaticscala  Add missing methods to Scala Adaptor	Merge pull request #396 from samuelgruetter /idiomaticscala Add missing methods to Scala Adaptor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Observable API for Apache HttpAsyncClient 4.0	Observable API for Apache HttpAsyncClient 4 .0 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	delete comparison.md because tooltips do not work on github	delete comparison .[sentence: 1,-1] md because tooltips do not work on github [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add Scala/Java Observable comparison	add Scala /Java Observable comparison [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add markdown export to CompletenessTest	add markdown export to CompletenessTest [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	update Scala TODO list	update Scala TODO list [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add combineLatest, apply(java Future), remove docu without impl	add combineLatest ,apply (java Future ),remove docu without impl [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add mergeDelayError and flattenDelayError	add mergeDelayError and flattenDelayError [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add `parallel` and example	add `parallel `and example [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add concat, length, retry; rename replay()->replay, merge->flatten	add concat ,length ,retry ;rename replay ()->replay ,merge ->flatten [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add distinct and distinctUntilChanged, but  those with custom equality are not yet there because of issue #395	add distinct and distinctUntilChanged ,but those with custom equality are not yet there because of issue #395 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	first and firstOrElse	first and firstOrElse [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add methods and examples	add methods and examples [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	add merge operation and examples  and try to make Olympics groupBy work with timing, but did not work due to problems with RxJava groupBy, see pull #289	add merge operation and examples and try to make Olympics groupBy work with timing ,but did not work due to problems[-2]with RxJava groupBy ,see pull #289 [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge branch 'master' into idiomaticscala	Merge branch 'master 'into idiomaticscala [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.13.4	Version 0 .[sentence: 1,-1] 13 .4 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.13.5-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 5 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - pre tag commit:  '0.13.4'.	[Gradle Release Plugin ]-pre tag commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 4 '.[sentence: 1,-1] [result: max + and - of any sentence]
1	-3	0.13.4-SNAPSHOT  Discarding 0.13.3 as the build upload to Sonatype failed so 0.13.3 will be skipped.	0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 4 -SNAPSHOT Discarding 0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 3 as the build upload to Sonatype failed[-3]so 0 .[sentence: 1,-3] 13 .[sentence: 1,-1] 3 will be skipped .[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Merge pull request #394 from benjchristensen/issue-388  Change Interval and Sample default Scheduler	Merge pull request #394 from benjchristensen /issue -388 Change Interval and Sample default[-2]Scheduler [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #393 from benjchristensen/parallel-operator  Parallel Operator & ObserveOn/ScheduledObserver Fixes	Merge pull request #393 from benjchristensen /parallel -operator Parallel Operator &ObserveOn /ScheduledObserver Fixes [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Change Interval and Sample default Scheduler  Change to use built-in thread-pools rather than creating a new Executor on each invocation. The built-in ones are shared across all operators, have threads ready, are marked as daemon threads so don't prevent system shutdown, and are named for clarity when looking at thread dumps and debuggers.	Change Interval and Sample default[-2]Scheduler Change to use built -in thread -pools rather than creating a new Executor on each invocation .[sentence: 1,-2] The built -in ones are shared across all operators ,have threads ready ,are marked as daemon threads so don't prevent system shutdown ,and are named for clarity when looking at thread dumps[-2]and debuggers .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge pull request #391 from brad-uk/master  remove scalatest packages from OSGI imports	Merge pull request #391 from brad -uk /master remove scalatest packages from OSGI imports [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Reorg fields	Reorg fields [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Making Observable.synchronize an instance method rather than static	Making Observable .[sentence: 1,-1] synchronize an instance method rather than static[-2][sentence: 1,-2] [result: max + and - of any sentence]
2	-2	Parallel Operator  This operator came out of discussions and work with @headinthebox to allow explicit and composable declaration of blocks of work that can be scheduled for parallel execution.  An Observable event stream will be sharded using groupBy using a value from Scheduler. degreeOfParallelism() (defaulting to number of CPU cores) and perform the defined work in parallel.  Instead of having various parallel operators like parallelMap, parallelFilter parallelScan etc this can work generically for any operators or sequence of operators.	Parallel Operator This operator came out of discussions and work with @headinthebox to allow explicit and composable declaration of blocks[-2]of work that can be scheduled for parallel execution .[sentence: 1,-2] An Observable event stream will be sharded using groupBy using a value[2]from Scheduler .[sentence: 2,-1] degreeOfParallelism ()(defaulting to number of CPU cores )and perform the defined work in parallel .[sentence: 1,-1] Instead of having various parallel operators like[2]parallelMap ,parallelFilter parallelScan etc this can work generically for any operators or sequence of operators .[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Fix ObserveOn, NewThreadScheduler and ScheduledObserver bugs  @headinthebox and I were working on some code and found differences in behavior between Rx.Net and RxJava with observeOn. This commit should fix that.	Fix ObserveOn ,NewThreadScheduler and ScheduledObserver bugs @headinthebox and I were working on some code and found differences in behavior between Rx .[sentence: 1,-1] Net and RxJava with observeOn .[sentence: 1,-1] This commit should fix that .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Adding marble diagrams	Adding marble diagrams [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Adding marble diagrams	Adding marble diagrams [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	add zipWithIndex, sum, product, and an explanation why no average	add zipWithIndex ,sum ,product ,and an explanation why no average [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	all move explanations why methods are not present in Observable to CompletenessTest	all move explanations why methods are not present in Observable to CompletenessTest [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	completeness test now also checks static methods	completeness test now also checks static[-2]methods [sentence: 1,-2] [result: max + and - of any sentence]
1	-2	extract static methods in completeness test	extract static[-2]methods in completeness test [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Merge branch 'master' of github.com:Netflix/RxJava into completenesstest	Merge branch 'master 'of github .[sentence: 1,-1] com :Netflix /RxJava into completenesstest [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	completeness test for instance methods in Scala adaptor	completeness test for instance methods in Scala adaptor [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Version 0.13.2	Version 0 .[sentence: 1,-1] 13 .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	[Gradle Release Plugin] - new version commit:  '0.13.3-SNAPSHOT'.	[Gradle Release Plugin ]-new version commit :'0 .[sentence: 1,-1] 13 .[sentence: 1,-1] 3 -SNAPSHOT '.[sentence: 1,-1] [result: max + and - of any sentence]
