Positive	Negative	Text	Explanation
2	-1	2.x: update Obs.just(2..10) & switchOnNextDelayError marbles (#5651)	2 .[sentence: 1,-1] x[2]:update Obs .[sentence: 2,-1] just (2 ..[sentence: 1,-1] 10 )&switchOnNextDelayError marbles (#5651 )[sentence: 1,-1] [result: max + and - of any sentence]
3	-1	2.x Add concatMapCompletable() to Observable (#5649)  * Initial implementation of Observable.concatMapCompletable()  * Update serialVersionUID  * Fix javadoc and verify prefetch is positive  * Put back auto-changed whitespace  * Put back more whitespace intellij is removing  * More javadoc fixes  * switch from testng to junit  * Add experimental annotation and change prefetch to capacityHint	2 .[sentence: 1,-1] x[2]Add concatMapCompletable ()to Observable (#5649 )*Initial implementation of Observable .[sentence: 2,-1] concatMapCompletable ()*Update serialVersionUID *Fix javadoc and verify prefetch is positive[3]*Put back auto -changed whitespace *Put back more whitespace intellij is removing *More javadoc fixes *switch from testng to junit *Add experimental annotation and change prefetch to capacityHint [sentence: 3,-1] [result: max + and - of any sentence]
2	-1	2.x: Fix subscribeWith documentation examples (#5647)	2 .[sentence: 1,-1] x[2]:Fix subscribeWith documentation examples (#5647 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: improve package JavaDoc (#5648)	2 .[sentence: 1,-1] x[2]:improve[2]package JavaDoc (#5648 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Release 2.1.5 changes.md update	Release 2 .[sentence: 1,-1] 1 .[sentence: 1,-1] 5 changes .[sentence: 1,-1] md update [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Readme.md update snapshot links (#5645)  * 2.x: Readme.md update snapshot links  * Use plain link and only the current snapshot dependency	2 .[sentence: 1,-1] x[2]:Readme .[sentence: 2,-1] md update snapshot links (#5645 )*2 .[sentence: 1,-1] x[2]:Readme .[sentence: 2,-1] md update snapshot links *Use plain link and only the current snapshot dependency [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: additional warnings for fromPublisher() (#5640)  * 2.x: additional warnings for fromPublisher()  * Add "that is" to the sentences	2 .[sentence: 1,-1] x[2]:additional warnings for fromPublisher ()(#5640 )*2 .[sentence: 2,-1] x[2]:additional warnings for fromPublisher ()*Add 'that is 'to the sentences [sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Added Automatic-Module-Name instruction in build.gradle (#5644)	Added Automatic -Module -Name instruction in build .[sentence: 1,-1] gradle (#5644 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fixing JavaDoc warnings (#5637)	Fixing JavaDoc warnings (#5637 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: RC4 fix maven-POM generation again	2 .[sentence: 1,-1] x[2]:RC4 fix maven -POM generation again [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix bintray repo and name config	2 .[sentence: 1,-1] x[2]:fix bintray repo and name config [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix "full" mode gradle code	2 .[sentence: 1,-1] x[2]:fix 'full 'mode gradle code [sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: Upgrade to Gradle 4.2, remove nebula, custom rls (#5633)	2 .[sentence: 1,-1] x[2]:Upgrade to Gradle 4 .[sentence: 2,-1] 2 ,remove nebula ,custom rls (#5633 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: add onTerminateDetach to Single and Completable (#5624)  * 2.x: add onTerminateDetach to Single and Completable  * Improve coverage, fix lack of nulling out the downstream	2 .[sentence: 1,-1] x[2]:add onTerminateDetach to Single and Completable (#5624 )*2 .[sentence: 2,-1] x[2]:add onTerminateDetach to Single and Completable *Improve[2]coverage ,fix lack[-2]of nulling out the downstream [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: fix incorrect error message at SubscriptionHelper.setOnce (#5623)	2 .[sentence: 1,-1] x[2]:fix incorrect[-2]error[-2]message at SubscriptionHelper .[sentence: 2,-2] setOnce (#5623 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: Add Single.delay overload that delays errors (#5616)	2 .[sentence: 1,-1] x[2]:Add Single .[sentence: 2,-1] delay[-2]overload that delays errors[-2](#5616 )[sentence: 1,-2] [result: max + and - of any sentence]
2	-2	2.x: Fix Observable.delay & Flowable.delay javadoc (#5617)	2 .[sentence: 1,-1] x[2]:Fix Observable .[sentence: 2,-1] delay[-2]&Flowable .[sentence: 1,-2] delay[-2]javadoc (#5617 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Add missing license headers (#5615)	Add missing license headers (#5615 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Release 2.1.4	Release 2 .[sentence: 1,-1] 1 .4 [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: Fix Observable.concatMapEager queueing of source items (#5609)	2 .[sentence: 1,-1] x[2]:Fix Observable .[sentence: 2,-1] concatMapEager queueing of source[-2]items (#5609 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Updating JavaDoc with correct return types (#5600)	Updating JavaDoc with correct return types (#5600 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Implement LambdaConsumerIntrospection (#5590)  * Implement HasDefaultErrorConsumer  Followup from #5569, and allows you to introspect if the resulting observer has missing error consumption and subsequently supplies a default (throwing) one.  * Add `@since`  * Add tests  * Add support in relevant completable observers  * Add support in ConsumerSingleObserver  * Add support in MaybeCallbackObserverTest  * Add support in LambdaSubscriber  * Switch to CompositeObserver and onErrorImplemented()  * Update wording to use Introspection  * Update tests and flip implementation logic to match naming	Implement LambdaConsumerIntrospection (#5590 )*Implement HasDefaultErrorConsumer Followup from #5569 ,and allows you to introspect if the resulting observer has missing error[-2]consumption and subsequently supplies a default[-2](throwing )one .[sentence: 1,-2] *Add `@since `*Add tests *Add support[2]in relevant completable observers *Add support[2]in ConsumerSingleObserver *Add support[2]in MaybeCallbackObserverTest *Add support[2]in LambdaSubscriber *Switch to CompositeObserver and onErrorImplemented ()*Update wording to use Introspection *Update tests and flip implementation logic to match naming [sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: fix assertValueSequence reversed error message (#5594)  * 2.x: fix assertValueSequence reversed error message  * Fix variable naming instead  * Adjust according to the feedback	2 .[sentence: 1,-1] x[2]:fix assertValueSequence reversed error[-2]message (#5594 )*2 .[sentence: 2,-2] x[2]:fix assertValueSequence reversed error[-2]message *Fix variable naming instead *Adjust according to the feedback [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: fix Single.timeout unnecessary dispose calls (#5586)  * 2.x: fix Single.timeout unnesessary dispose calls  * Route to RxJavaPlugins.onError	2 .[sentence: 1,-1] x[2]:fix Single .[sentence: 2,-1] timeout unnecessary[-2]dispose[-2]calls (#5586 )*2 .[sentence: 1,-2] x[2]:fix Single .[sentence: 2,-1] timeout unnesessary dispose[-2]calls *Route to RxJavaPlugins .[sentence: 1,-2] onError [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	implement Maybe.switchIfEmpty(Single) (#5582)  * implement Maybe.switchIfEmpty(Single)  * switchIfEmpty(Single) returns single; remove all changes unrelated to the PR  * add 'experimental' annotation	implement Maybe .[sentence: 1,-1] switchIfEmpty (Single )(#5582 )*implement Maybe .[sentence: 1,-1] switchIfEmpty (Single )*switchIfEmpty (Single )returns single ;remove all changes unrelated to the PR *add 'experimental 'annotation [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Add NullPointerException comment (#5578)	Add NullPointerException comment (#5578 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Remove unnecessary git command from build instructions (#5572)	Remove unnecessary[-2]git command from build instructions (#5572 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Added formatting to license section (#5571)  * Added formatting to license section  * Update README.md	Added formatting to license section (#5571 )*Added formatting to license section *Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: Add assertValuesOnly to BaseTestConsumer. (#5568)  * 2.x: Add assertValuesOnly to BaseTestConsumer.  * Address comments.	2 .[sentence: 1,-1] x[2]:Add assertValuesOnly to BaseTestConsumer .[sentence: 2,-1] (#5568 )*2 .[sentence: 1,-1] x[2]:Add assertValuesOnly to BaseTestConsumer .[sentence: 2,-1] *Address comments .[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix Obs.combineLatestDelayError sync initial error not emitting (#5560)  * 2.x: fix Obs.combineLatestDelayError sync initial error not emitting  * Remove unused method.	2 .[sentence: 1,-1] x[2]:fix Obs .[sentence: 2,-1] combineLatestDelayError sync initial error[-2]not emitting (#5560 )*2 .[sentence: 1,-2] x[2]:fix Obs .[sentence: 2,-1] combineLatestDelayError sync initial error[-2]not emitting *Remove unused method .[sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Release 2.1.3	Release 2 .[sentence: 1,-1] 1 .3 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Update Schedulers.java (#5552)	Update Schedulers .[sentence: 1,-1] java (#5552 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: upgrade Reactive-Streams dependency to 1.0.1 (#5546)	2 .[sentence: 1,-1] x[2]:upgrade Reactive[-2]-Streams dependency to 1 .[sentence: 2,-2] 0 .[sentence: 1,-1] 1 (#5546 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: Fix flaky MaybeFromCallableTest.noErrorLoss (#5541)  * 2.x: Fix flaky MaybeFromCallableTest.noErrorLoss  * Fix the same error in 2 other Maybe tests.	2 .[sentence: 1,-1] x[2]:Fix flaky MaybeFromCallableTest .[sentence: 2,-1] noErrorLoss (#5541 )*2 .[sentence: 1,-1] x[2]:Fix flaky MaybeFromCallableTest .[sentence: 2,-1] noErrorLoss *Fix the same error[-2]in 2 other Maybe tests .[sentence: 1,-2] [result: max + and - of any sentence]
2	-2	Add assertValueAt(int, value) to TestObserver (#5529)  * Add assertValueAt(int, value) to TestObserver  * Fix test to call correct method  * David's comments  * Artem's comments  * 2.x: Try fixing Travis CI lack of java (#5531)  * 2.x: Try fixing Travis CI lack of java  * Force dist: precise  * Oracle JDK 8 is then	Add assertValueAt (int ,value[2])to TestObserver (#5529 )*Add assertValueAt (int ,value[2])to TestObserver *Fix test to call correct method *David's comments *Artem's comments *2 .[sentence: 2,-1] x[2]:Try fixing Travis CI lack[-2]of java (#5531 )*2 .[sentence: 2,-2] x[2]:Try fixing Travis CI lack[-2]of java *Force[-2]dist :precise *Oracle JDK 8 is then [sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: Try fixing Travis CI lack of java (#5531)  * 2.x: Try fixing Travis CI lack of java  * Force dist: precise  * Oracle JDK 8 is then	2 .[sentence: 1,-1] x[2]:Try fixing Travis CI lack[-2]of java (#5531 )*2 .[sentence: 2,-2] x[2]:Try fixing Travis CI lack[-2]of java *Force[-2]dist :precise *Oracle JDK 8 is then [sentence: 2,-2] [result: max + and - of any sentence]
2	-1	2.x: add/update Observable marbles (07/30) (#5524)	2 .[sentence: 1,-1] x[2]:add /update Observable marbles (07 /30 )(#5524 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: add missing null check to fused Observable.fromCallable (#5517)	2 .[sentence: 1,-1] x[2]:add missing null check to fused Observable .[sentence: 2,-1] fromCallable (#5517 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Release 2.1.2	Release 2 .[sentence: 1,-1] 1 .2 [sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Remove unnecessary generic type parameters for delaySubscription methods in Single (#5511)	Remove unnecessary[-2]generic type parameters for delaySubscription methods in Single (#5511 )[sentence: 1,-2] [result: max + and - of any sentence]
2	-1	2.x: fix SpscLAQ nepotism, FlowableRefCountTest.testRefCountAsync flaky (#5507)	2 .[sentence: 1,-1] x[2]:fix SpscLAQ nepotism ,FlowableRefCountTest .[sentence: 2,-1] testRefCountAsync flaky (#5507 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: make withLatestFrom conditional subscriber, test cold consumption (#5495)  * 2.x: make withLatestFrom conditional subscriber, test cold consumption  * Cleanup internal logic, improve coverage	2 .[sentence: 1,-1] x[2]:make withLatestFrom conditional subscriber ,test cold[-2]consumption (#5495 )*2 .[sentence: 2,-2] x[2]:make withLatestFrom conditional subscriber ,test cold[-2]consumption *Cleanup internal logic ,improve[2]coverage [sentence: 2,-2] [result: max + and - of any sentence]
2	-1	Merge branch '2.x' of https://github.com/ReactiveX/RxJava.git into 2.x	Merge branch '2 .[sentence: 1,-1] x[2]'of https ://github .[sentence: 2,-1] com /ReactiveX /RxJava .[sentence: 1,-1] git into 2 .x[2][sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: fix Schedulers.io() javadoc {link missing the @ symbol	2 .[sentence: 1,-1] x[2]:fix Schedulers .[sentence: 2,-1] io ()javadoc {link missing the @symbol [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix ReplayProcessor backpressure and NotificationLite emission bug (#5493)  * 2.x: fix ReplayProcessor backpressure and NotificationLite emission bug  * Restore coverage	2 .[sentence: 1,-1] x[2]:fix ReplayProcessor backpressure and NotificationLite emission bug[-2](#5493 )*2 .[sentence: 2,-2] x[2]:fix ReplayProcessor backpressure and NotificationLite emission bug[-2]*Restore coverage [sentence: 2,-2] [result: max + and - of any sentence]
1	-2	FlowableWithLatestFrom forgets request (#5494)  * FlowableWithLatestFrom forgets request  * Add unit test and correct testBackpressure  * Revert indentation change  * Revert import change	FlowableWithLatestFrom forgets request (#5494 )*FlowableWithLatestFrom forgets request *Add unit test and correct testBackpressure *Revert[-2]indentation change *Revert[-2]import change [sentence: 1,-2] [result: max + and - of any sentence]
1	-1	Indent comments (#5492)  * Indent comments  * Remove unused ignored file	Indent comments (#5492 )*Indent comments *Remove unused ignored file [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: small note on Maybe.defaultIfEmpty regarding toSingle (#5486)	2 .[sentence: 1,-1] x[2]:small note on Maybe .[sentence: 2,-1] defaultIfEmpty regarding toSingle (#5486 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix a typo in the changelog (#5481)	Fix a typo in the changelog (#5481 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Corrected return type in doc for F.reduce(seed, reducer), F.reduceWith(seedSupplier, reducer) and O.reduce(seed, reducer) (#5478)	Corrected return type in doc for F .[sentence: 1,-1] reduce (seed ,reducer ),F .[sentence: 1,-1] reduceWith (seedSupplier ,reducer )and O .[sentence: 1,-1] reduce (seed ,reducer )(#5478 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix Javadoc for Flowable and Observable reduce. (#5476)	Fix Javadoc for Flowable and Observable reduce .[sentence: 1,-1] (#5476 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: See if sudo required results in consistent build times (#5457)	2 .[sentence: 1,-1] x[2]:See if sudo required results in consistent build times (#5457 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	removing commented code from tests (#5467)	removing commented code from tests (#5467 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: fix wording of toList, fix a/an in subscribeOn (#5465)	2 .[sentence: 1,-1] x[2]:fix wording of toList ,fix a /an in subscribeOn (#5465 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	use a mutable field in FlowableTimeoutTimed instead of an AtomicReference (#5466)	use a mutable field in FlowableTimeoutTimed instead of an AtomicReference (#5466 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	Refactoring SingleSchedulerTest. Now it extends AbstractSchedulerTests, so redundant tests could be removed in favor of abstract tests. (#5462)	Refactoring SingleSchedulerTest .[sentence: 1,-1] Now it extends AbstractSchedulerTests ,so redundant[-2]tests could be removed in favor[2]of abstract tests .[sentence: 2,-2] (#5462 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix Javadoc mistakes and some style (#5460)	2 .[sentence: 1,-1] x[2]:fix Javadoc mistakes[-2]and some style (#5460 )[sentence: 2,-2] [result: max + and - of any sentence]
1	-1	[REF] replace duplicate calling method setAccessible on the same object (#5454)	[REF ]replace duplicate calling method setAccessible on the same object (#5454 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: add missing 'the' to the changed sentences of 5413	2 .[sentence: 1,-1] x[2]:add missing 'the 'to the changed sentences of 5413 [sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: Add empty source clauses to javadocs of combineLatest operators accepting unspecified number of sources. This commit resolves #5412 (#5413)	2 .[sentence: 1,-1] x[2]:Add empty source[-2]clauses to javadocs of combineLatest operators accepting unspecified number of sources[-2].[sentence: 2,-2] This commit resolves[2]#5412 (#5413 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Remove the @NonNull annotation from Function (#5449)  As per per the discussion in #5447	Remove the @NonNull annotation from Function (#5449 )As per per the discussion in #5447 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: fix periodic scheduler purging config not honored (#5441)	2 .[sentence: 1,-1] x[2]:fix periodic scheduler purging config not honored (#5441 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-1	2.x: concat to report isDisposed consistently with termination (#5440)	2 .[sentence: 1,-1] x[2]:concat to report isDisposed consistently with termination (#5440 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Remove @NonNull annotation in Consumer method parameter (#5447)  This fixes #5442	Remove @NonNull annotation in Consumer method parameter (#5447 )This fixes #5442 [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	2x: Fix wording in Async and Publish processors javadoc. (#5444)	2x :Fix wording in Async and Publish processors javadoc .[sentence: 1,-1] (#5444 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-2	Gradle to use less memory, missed an export command (#5436)	Gradle to use less memory ,missed[-2]an export command (#5436 )[sentence: 1,-2] [result: max + and - of any sentence]
1	-2	Run GC before the TestNG to avoid kill 137, hopefully	Run GC before the TestNG to avoid[-2]kill[-2]137 ,hopefully [sentence: 1,-2] [result: max + and - of any sentence]
2	-1	2.x: fix/clarify the Observable class' javadoc (#5432)  * 2.x: fix/clarify the Observable class' javadoc  * extends -> implements	2 .[sentence: 1,-1] x[2]:fix /clarify the Observable class 'javadoc (#5432 )*2 .[sentence: 2,-1] x[2]:fix /clarify the Observable class 'javadoc *extends ->implements [sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: fix time bounded replaySubject getValue() inconsistency with getValues() on old items (#5434)  * Add breaking test for expected peek behavior in a time bound replay subject.  * Add possible fix for fixing peek behavior.  * Add test & fix for ReplayProcessor::getValue.  * Roll-back auto-formatted imports.	2 .[sentence: 1,-1] x[2]:fix time bounded replaySubject getValue ()inconsistency[-2]with getValues ()on old items (#5434 )*Add breaking test for expected peek behavior in a time bound replay subject .[sentence: 2,-2] *Add possible fix for fixing peek behavior .[sentence: 1,-1] *Add test &fix for ReplayProcessor ::getValue .[sentence: 1,-1] *Roll -back auto -formatted imports .[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Release 2.1.1	Release 2 .[sentence: 1,-1] 1 .1 [sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: fix buffer(time, maxSize) duplicating buffers on time-size race (#5427)	2 .[sentence: 1,-1] x[2]:fix buffer (time ,maxSize )duplicating buffers on time -size race (#5427 )[sentence: 2,-1] [result: max + and - of any sentence]
2	-2	2.x: more eager cancellation in flatMapX (#5422)  * 2.x: more eager cancellation in flatMapX  * Add more eager check to Observable.flatMapX	2 .[sentence: 1,-1] x[2]:more eager cancellation[-2]in flatMapX (#5422 )*2 .[sentence: 2,-2] x[2]:more eager cancellation[-2]in flatMapX *Add more eager check to Observable .[sentence: 2,-2] flatMapX [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: fix periodic scheduling with negative period causing IAE (#5419)	2 .[sentence: 1,-1] x[2]:fix periodic scheduling with negative[-2]period causing IAE (#5419 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-2	2.x: attempt to fix a few time-sensitive tests. (#5421)  * 2.x: attempt to fix a few time-sensitive tests.  * Add more time to a merge test, always cancel	2 .[sentence: 1,-1] x[2]:attempt to fix a few time -sensitive tests .[sentence: 2,-1] (#5421 )*2 .[sentence: 1,-1] x[2]:attempt to fix a few time -sensitive tests .[sentence: 2,-1] *Add more time to a merge test ,always cancel[-2][sentence: 1,-2] [result: max + and - of any sentence]
2	-3	2.x: fix doOnNext failure not triggering doOnError when fused (#5415)  * 2.x: fix doOnNext failure not triggering doOnError when fused  * Remove whitespace	2 .[sentence: 1,-1] x[2]:fix doOnNext failure[-3]not triggering doOnError when fused (#5415 )*2 .[sentence: 2,-3] x[2]:fix doOnNext failure[-3]not triggering doOnError when fused *Remove whitespace [sentence: 2,-3] [result: max + and - of any sentence]
2	-2	2.x: Fix a small typo in Single.delay	2 .[sentence: 1,-1] x[2]:Fix a small typo in Single .[sentence: 2,-1] delay[-2][sentence: 1,-2] [result: max + and - of any sentence]
3	-2	#5382 Corrected Single.delay documentation (#5409)  * #5382 Corrected Single.delay documentation  Corrected Single.delay documentation that says that success or error signals will be delayed by the specified amount, but in fact errors are not delayed, only successes.  * #5382 Corrected Single.delay documentation  Corrected Single.delay documentation that says that success or error signals will be delayed by the specified amount, but in fact errors are not delayed, only successes.	#5382 Corrected Single .[sentence: 1,-1] delay[-2]documentation (#5409 )*#5382 Corrected Single .[sentence: 1,-2] delay[-2]documentation Corrected Single .[sentence: 1,-2] delay[-2]documentation that says that success[3]or error[-2]signals will be delayed by the specified amount ,but in fact errors[-2]are not delayed ,only successes[3].[sentence: 3,-2] *#5382 Corrected Single .[sentence: 1,-1] delay[-2]documentation Corrected Single .[sentence: 1,-2] delay[-2]documentation that says that success[3]or error[-2]signals will be delayed by the specified amount ,but in fact errors[-2]are not delayed ,only successes[3].[sentence: 3,-2] [result: max + and - of any sentence]
1	-1	Fix javadoc for Observable.reduce() and Observable.reduceWith() (#5406)  * fix javadoc sample code for Observable.reduce() to compile  * update javadoc for Observable.reduceWith()  * fix javadoc sample code for Flowable.reduce() to compile  * update javadoc for Flowable.reduceWith()  * remove one more word to be similar to Observable.reduce()  * fix Publisher.defer() to Flowable.defer()  * add example using reduceWith() to Observable.reduce() and Flowable.reduce()  * add @see reduceWith() to reduce()	Fix javadoc for Observable .[sentence: 1,-1] reduce ()and Observable .[sentence: 1,-1] reduceWith ()(#5406 )*fix javadoc sample code for Observable .[sentence: 1,-1] reduce ()to compile *update javadoc for Observable .[sentence: 1,-1] reduceWith ()*fix javadoc sample code for Flowable .[sentence: 1,-1] reduce ()to compile *update javadoc for Flowable .[sentence: 1,-1] reduceWith ()*remove one more word to be similar to Observable .[sentence: 1,-1] reduce ()*fix Publisher .[sentence: 1,-1] defer ()to Flowable .[sentence: 1,-1] defer ()*add example using reduceWith ()to Observable .[sentence: 1,-1] reduce ()and Flowable .[sentence: 1,-1] reduce ()*add @see reduceWith ()to reduce ()[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	DefaultSubscriber javadoc sample fix (#5407)  * change sample such that it compiles  * fix: remove assignment	DefaultSubscriber javadoc sample fix (#5407 )*change sample such that it compiles *fix :remove assignment [sentence: 1,-1] [result: max + and - of any sentence]
1	-1	DefaultObserver javadoc fix: use subscribe, remove disposable code (#5405)	DefaultObserver javadoc fix :use subscribe ,remove disposable code (#5405 )[sentence: 1,-1] [result: max + and - of any sentence]
1	-1	Fix documentation. (#5403)	Fix documentation .[sentence: 1,-1] (#5403 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	Update README.md (#5395)  * Update README.md  Reordered and regrouped communication channels. (Grouped by type) Added Gitter.im chat for support.  * Update README.md	Update README .[sentence: 1,-1] md (#5395 )*Update README .[sentence: 1,-1] md Reordered and regrouped communication channels .[sentence: 1,-1] (Grouped by type )Added Gitter .[sentence: 1,-1] im chat for support[2].[sentence: 2,-1] *Update README .[sentence: 1,-1] md [sentence: 1,-1] [result: max + and - of any sentence]
2	-2	2.x: add subscribeOn overload to avoid same-pool deadlock with create (#5386)	2 .[sentence: 1,-1] x[2]:add subscribeOn overload to avoid[-2]same -pool deadlock[-2]with create (#5386 )[sentence: 2,-2] [result: max + and - of any sentence]
2	-1	Changed minimum value of rx2.buffer-size to 1 (#5391)  Before the minimum value you could set with the system variable `rx2.buffer-size` was 16. With this commit, that is changed to 1.	Changed minimum value[2]of rx2 .[sentence: 2,-1] buffer -size to 1 (#5391 )Before the minimum value[2]you could set with the system variable `rx2 .[sentence: 2,-1] buffer -size `was 16 .[sentence: 1,-1] With this commit ,that is changed to 1 .[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: add missing null checks on values returned by user functions (#5379)	2 .[sentence: 1,-1] x[2]:add missing null checks on values[2]returned by user functions (#5379 )[sentence: 2,-1] [result: max + and - of any sentence]
1	-1	Fixed Javadoc for SingleFlatMapIterableObservable. (#5383)	Fixed Javadoc for SingleFlatMapIterableObservable .[sentence: 1,-1] (#5383 )[sentence: 1,-1] [result: max + and - of any sentence]
2	-1	2.x: make SingleMap not allow map function return null (#5378)	2 .[sentence: 1,-1] x[2]:make SingleMap not allow map function return null (#5378 )[sentence: 2,-1] [result: max + and - of any sentence]
